[10:21:31.1911111] [Debug  :ainavt.lc.lethalconfig] Registered config "LethalMin/Spawning/Use LC Spawn System"
[10:21:34.4633655] [Debug  : LethalMin] ShakeEndurance set to 0.75
[10:21:34.4633655] [Debug  : LethalMin] SpawnsIndoors set to False
[10:21:34.4633655] [Debug  : LethalMin] SpawnsOutdoors set to True
[10:21:34.4643669] [Debug  : LethalMin] SpawnsAsSprout set to True
[10:21:34.4643669] [Debug  : LethalMin] UsesPikminContainer set to False
[10:21:34.4643669] [Debug  : LethalMin] SpawnAfterDay set to -1
[10:21:34.4643669] [Debug  : LethalMin] MoonSpawnMultipliers set to System.Collections.Generic.List`1[System.String]
[10:21:34.4643669] [Debug  : LethalMin] TagSpawnMultipliers set to System.Collections.Generic.List`1[System.String]
[10:21:34.4643669] [Debug  : LethalMin] WeatherSpawnMultipliers set to System.Collections.Generic.List`1[System.String]
[10:21:34.4643669] [Debug  : LethalMin] InstaEnterOnion set to False
[10:21:34.4643669] [Debug  : LethalMin] UsePresetFormatting set to True
[10:21:34.4653661] [Debug  : LethalMin] HelpfulLevel set to 45%
[10:21:34.4653661] [Debug  : LethalMin] ScientificName set to Pikminidae caerula
[10:21:34.4653661] [Debug  : LethalMin] piklopediaName set to 
[10:21:34.4653661] [Debug  : LethalMin] MaxGroupSpawnSize set to 3
[10:21:34.4653661] [Info   : LethalMin] Config file generated for Pikmin Type: Blue Pikmin at BepInEx/BepInEx\config\Pikmin\Blue Pikmin.cfg
[10:21:34.4673665] [Debug  :ainavt.lc.lethalconfig] Registered config "LethalMin/Pikmin/Blue Pikmin"
[10:21:34.4693649] [Info   : LethalMin] Added event at time (4.59) for Pikmin_Stretch
[10:21:34.4693649] [Info   : LethalMin] Added event at time (3.956667) for Pikmin_Yawn
[10:21:34.4693649] [Message: LethalMin] Registered Pikmin Type: Blue Pikmin with ID: 0
[10:21:34.4693649] [Message: LethalMin] Registering Pikmin Type: Bulbmin
[10:21:34.4693649] [Info   : LethalMin] Generating config file for Pikmin Type: Bulbmin
[10:21:34.4770946] [Debug  : LethalMin] PikminPrimaryColor set to RGBA(0.906, 0.608, 0.365, 1.000)
[10:21:34.4770946] [Debug  : LethalMin] PikminSecondaryColor set to RGBA(0.502, 0.224, 0.000, 1.000)
[10:21:34.4770946] [Debug  : LethalMin] Skipping unsupported field type: PikminIcon (UnityEngine.Sprite)
[10:21:34.4770946] [Debug  : LethalMin] Skipping unsupported field type: AnimatedPikminGhostTexture (UnityEngine.Texture2D[])
[10:21:34.4780928] [Debug  : LethalMin] AnimatedPikminGhostFrameHold set to 2
[10:21:34.4780928] [Debug  : LethalMin] OverrideGhostTextureTileing set to (1.00, 1.50)
[10:21:34.4780928] [Debug  : LethalMin] OverrideGhostTextureOffset set to (0.00, -0.25)
[10:21:34.4780928] [Debug  : LethalMin] SetGhostColor set to False
[10:21:34.4780928] [Debug  : LethalMin] DisableRegistration set to False
[10:21:34.4780928] [Debug  : LethalMin] SetColorOnSprout set to True
[10:21:34.4780928] [Debug  : LethalMin] UseOverrideSproutGlowColor set to True
[10:21:34.4780928] [Debug  : LethalMin] OverrideSproutGlowColor set to RGBA(0.220, 1.000, 0.000, 1.000)
[10:21:34.4780928] [Debug  : LethalMin] growSpeeds set to System.Collections.Generic.List`1[System.Single]
[10:21:34.4780928] [Debug  : LethalMin] growAttacks set to System.Collections.Generic.List`1[System.Single]
[10:21:34.4780928] [Debug  : LethalMin] growCarryStrengths set to System.Collections.Generic.List`1[System.Int32]
[10:21:34.4790939] [Debug  : LethalMin] GrowSpeedMultiplier set to 1
[10:21:34.4790939] [Debug  : LethalMin] DefaultSpeed set to 1
[10:21:34.4790939] [Debug  : LethalMin] RunningSpeedMultiplier set to 1.5
[10:21:34.4790939] [Debug  : LethalMin] CarryStrength set to 3
[10:21:34.4790939] [Debug  : LethalMin] ThrowForce set to (15.00, 15.00, 15.00)
[10:21:34.4790939] [Debug  : LethalMin] HazardsResistantTo set to System.Collections.Generic.List`1[PikminHazard]
[10:21:34.4790939] [Debug  : LethalMin] ItemDetectionRange set to 5
[10:21:34.4790939] [Debug  : LethalMin] CanLatchOnToObjects set to True
[10:21:34.4790939] [Debug  : LethalMin] CanJumpOntoObjects set to True
[10:21:34.4790939] [Debug  : LethalMin] CanCarryObjects set to True
[10:21:34.4800942] [Debug  : LethalMin] AttackStrength set to 1
[10:21:34.4800942] [Debug  : LethalMin] AttackRate set to 0.5
[10:21:34.4800942] [Debug  : LethalMin] AttackDistance set to 0.5
[10:21:34.4800942] [Debug  : LethalMin] JumpLatchOnRange set to 5
[10:21:34.4800942] [Debug  : LethalMin] DamageDeltUponDeath set to 0
[10:21:34.4800942] [Debug  : LethalMin] DeathDamageRange set to 0
[10:21:34.4800942] [Debug  : LethalMin] DamageDeltUpLanding set to 0
[10:21:34.4800942] [Debug  : LethalMin] ShakeEndurance set to 0.75
[10:21:34.4800942] [Debug  : LethalMin] SpawnsIndoors set to True
[10:21:34.4800942] [Debug  : LethalMin] SpawnsOutdoors set to False
[10:21:34.4800942] [Debug  : LethalMin] SpawnsAsSprout set to False
[10:21:34.4800942] [Debug  : LethalMin] UsesPikminContainer set to False
[10:21:34.4811227] [Debug  : LethalMin] SpawnAfterDay set to -1
[10:21:34.4811227] [Debug  : LethalMin] MoonSpawnMultipliers set to System.Collections.Generic.List`1[System.String]
[10:21:34.4811227] [Debug  : LethalMin] TagSpawnMultipliers set to System.Collections.Generic.List`1[System.String]
[10:21:34.4811227] [Debug  : LethalMin] WeatherSpawnMultipliers set to System.Collections.Generic.List`1[System.String]
[10:21:34.4811227] [Debug  : LethalMin] InstaEnterOnion set to False
[10:21:34.4811227] [Debug  : LethalMin] UsePresetFormatting set to True
[10:21:34.4811227] [Debug  : LethalMin] HelpfulLevel set to 60%
[10:21:34.4821233] [Debug  : LethalMin] ScientificName set to Parasiticus pikminicus
[10:21:34.4821233] [Debug  : LethalMin] piklopediaName set to 
[10:21:34.4821233] [Debug  : LethalMin] MaxGroupSpawnSize set to 3
[10:21:34.4821233] [Info   : LethalMin] Config file generated for Pikmin Type: Bulbmin at BepInEx/BepInEx\config\Pikmin\Bulbmin.cfg
[10:21:34.4841247] [Debug  :ainavt.lc.lethalconfig] Registered config "LethalMin/Pikmin/Bulbmin"
[10:21:34.4841247] [Message: LethalMin] Registered Pikmin Type: Bulbmin with ID: 1
[10:21:34.4841247] [Message: LethalMin] Registering Pikmin Type: Glow Pikmin
[10:21:34.4841247] [Info   : LethalMin] Generating config file for Pikmin Type: Glow Pikmin
[10:21:34.4861233] [Debug  : LethalMin] PikminPrimaryColor set to RGBA(0.000, 1.000, 0.008, 1.000)
[10:21:34.4861233] [Debug  : LethalMin] PikminSecondaryColor set to RGBA(0.102, 0.565, 0.035, 1.000)
[10:21:34.4861233] [Debug  : LethalMin] Skipping unsupported field type: PikminIcon (UnityEngine.Sprite)
[10:21:34.4861233] [Debug  : LethalMin] Skipping unsupported field type: AnimatedPikminGhostTexture (UnityEngine.Texture2D[])
[10:21:34.4861233] [Debug  : LethalMin] AnimatedPikminGhostFrameHold set to 2
[10:21:34.4861233] [Debug  : LethalMin] OverrideGhostTextureTileing set to (1.00, 1.00)
[10:21:34.4861233] [Debug  : LethalMin] OverrideGhostTextureOffset set to (0.00, 0.00)
[10:21:34.4861233] [Debug  : LethalMin] SetGhostColor set to True
[10:21:34.4871227] [Debug  : LethalMin] DisableRegistration set to False
[10:21:34.4871227] [Debug  : LethalMin] SetColorOnSprout set to True
[10:21:34.4871227] [Debug  : LethalMin] UseOverrideSproutGlowColor set to False
[10:21:34.4871227] [Debug  : LethalMin] OverrideSproutGlowColor set to RGBA(1.000, 1.000, 1.000, 1.000)
[10:21:34.4871227] [Debug  : LethalMin] growSpeeds set to System.Collections.Generic.List`1[System.Single]
[10:21:34.4871227] [Debug  : LethalMin] growAttacks set to System.Collections.Generic.List`1[System.Single]
[10:21:34.4871227] [Debug  : LethalMin] growCarryStrengths set to System.Collections.Generic.List`1[System.Int32]
[10:21:34.4871227] [Debug  : LethalMin] GrowSpeedMultiplier set to 5
[10:21:34.4871227] [Debug  : LethalMin] DefaultSpeed set to 1
[10:21:34.4881225] [Debug  : LethalMin] RunningSpeedMultiplier set to 1.5
[10:21:34.4881225] [Debug  : LethalMin] CarryStrength set to 3
[10:21:34.4881225] [Debug  : LethalMin] ThrowForce set to (15.00, 15.00, 15.00)
[10:21:34.4881225] [Debug  : LethalMin] HazardsResistantTo set to System.Collections.Generic.List`1[PikminHazard]
[10:21:34.4881225] [Debug  : LethalMin] ItemDetectionRange set to 5
[10:21:34.4881225] [Debug  : LethalMin] CanLatchOnToObjects set to True
[10:21:34.4881225] [Debug  : LethalMin] CanJumpOntoObjects set to True
[10:21:34.4881225] [Debug  : LethalMin] CanCarryObjects set to True
[10:21:34.4891237] [Debug  : LethalMin] AttackStrength set to 1
[10:21:34.4891237] [Debug  : LethalMin] AttackRate set to 0.5
[10:21:34.4891237] [Debug  : LethalMin] AttackDistance set to 0.5
[10:21:34.4891237] [Debug  : LethalMin] JumpLatchOnRange set to 5
[10:21:34.4891237] [Debug  : LethalMin] DamageDeltUponDeath set to 0
[10:21:34.4891237] [Debug  : LethalMin] DeathDamageRange set to 0
[10:21:34.4891237] [Debug  : LethalMin] DamageDeltUpLanding set to 0
[10:21:34.4891237] [Debug  : LethalMin] ShakeEndurance set to 0.75
[10:21:34.4891237] [Debug  : LethalMin] SpawnsIndoors set to False
[10:21:34.4901229] [Debug  : LethalMin] SpawnsOutdoors set to False
[10:21:34.4901229] [Debug  : LethalMin] SpawnsAsSprout set to False
[10:21:34.4901229] [Debug  : LethalMin] UsesPikminContainer set to False
[10:21:34.4901229] [Debug  : LethalMin] SpawnAfterDay set to 6
[10:21:34.4906265] [Debug  : LethalMin] MoonSpawnMultipliers set to System.Collections.Generic.List`1[System.String]
[10:21:34.4906265] [Debug  : LethalMin] TagSpawnMultipliers set to System.Collections.Generic.List`1[System.String]
[10:21:34.4906265] [Debug  : LethalMin] WeatherSpawnMultipliers set to System.Collections.Generic.List`1[System.String]
[10:21:34.4906265] [Debug  : LethalMin] InstaEnterOnion set to False
[10:21:34.4906265] [Debug  : LethalMin] UsePresetFormatting set to True
[10:21:34.4906265] [Debug  : LethalMin] HelpfulLevel set to 90%
[10:21:34.4906265] [Debug  : LethalMin] ScientificName set to Pikminidae supravelum
[10:21:34.4916313] [Debug  : LethalMin] piklopediaName set to 
[10:21:34.4916313] [Debug  : LethalMin] MaxGroupSpawnSize set to 3
[10:21:34.4916313] [Info   : LethalMin] Config file generated for Pikmin Type: Glow Pikmin at BepInEx/BepInEx\config\Pikmin\Glow Pikmin.cfg
[10:21:34.4926350] [Debug  :ainavt.lc.lethalconfig] Registered config "LethalMin/Pikmin/Glow Pikmin"
[10:21:34.4946356] [Info   : LethalMin] Added Custom Script: GlowPikminAI to PikminAI!
[10:21:34.4946356] [Message: LethalMin] Registered Pikmin Type: Glow Pikmin with ID: 2
[10:21:34.4946356] [Message: LethalMin] Registering Pikmin Type: Ice Pikmin
[10:21:34.4946356] [Info   : LethalMin] Generating config file for Pikmin Type: Ice Pikmin
[10:21:34.5011499] [Debug  : LethalMin] PikminPrimaryColor set to RGBA(0.000, 1.000, 1.000, 1.000)
[10:21:34.5011499] [Debug  : LethalMin] PikminSecondaryColor set to RGBA(0.000, 0.502, 0.502, 1.000)
[10:21:34.5011499] [Debug  : LethalMin] Skipping unsupported field type: PikminIcon (UnityEngine.Sprite)
[10:21:34.5011499] [Debug  : LethalMin] Skipping unsupported field type: AnimatedPikminGhostTexture (UnityEngine.Texture2D[])
[10:21:34.5011499] [Debug  : LethalMin] AnimatedPikminGhostFrameHold set to 2
[10:21:34.5011499] [Debug  : LethalMin] OverrideGhostTextureTileing set to (1.00, 1.00)
[10:21:34.5011499] [Debug  : LethalMin] OverrideGhostTextureOffset set to (0.00, 0.00)
[10:21:34.5011499] [Debug  : LethalMin] SetGhostColor set to True
[10:21:34.5011499] [Debug  : LethalMin] DisableRegistration set to False
[10:21:34.5011499] [Debug  : LethalMin] SetColorOnSprout set to True
[10:21:34.5021463] [Debug  : LethalMin] UseOverrideSproutGlowColor set to False
[10:21:34.5021463] [Debug  : LethalMin] OverrideSproutGlowColor set to RGBA(1.000, 1.000, 1.000, 1.000)
[10:21:34.5021463] [Debug  : LethalMin] growSpeeds set to System.Collections.Generic.List`1[System.Single]
[10:21:34.5021463] [Debug  : LethalMin] growAttacks set to System.Collections.Generic.List`1[System.Single]
[10:21:34.5021463] [Debug  : LethalMin] growCarryStrengths set to System.Collections.Generic.List`1[System.Int32]
[10:21:34.5021463] [Debug  : LethalMin] GrowSpeedMultiplier set to 1
[10:21:34.5021463] [Debug  : LethalMin] DefaultSpeed set to 1
[10:21:34.5021463] [Debug  : LethalMin] RunningSpeedMultiplier set to 1.5
[10:21:34.5021463] [Debug  : LethalMin] CarryStrength set to 3
[10:21:34.5021463] [Debug  : LethalMin] ThrowForce set to (15.00, 15.00, 15.00)
[10:21:34.5021463] [Debug  : LethalMin] HazardsResistantTo set to System.Collections.Generic.List`1[PikminHazard]
[10:21:34.5031466] [Debug  : LethalMin] ItemDetectionRange set to 5
[10:21:34.5031466] [Debug  : LethalMin] CanLatchOnToObjects set to True
[10:21:34.5031466] [Debug  : LethalMin] CanJumpOntoObjects set to True
[10:21:34.5031466] [Debug  : LethalMin] CanCarryObjects set to True
[10:21:34.5031466] [Debug  : LethalMin] AttackStrength set to 0.5
[10:21:34.5031466] [Debug  : LethalMin] AttackRate set to 0.5
[10:21:34.5031466] [Debug  : LethalMin] AttackDistance set to 0.5
[10:21:34.5031466] [Debug  : LethalMin] JumpLatchOnRange set to 5
[10:21:34.5031466] [Debug  : LethalMin] DamageDeltUponDeath set to 0
[10:21:34.5031466] [Debug  : LethalMin] DeathDamageRange set to 0
[10:21:34.5031466] [Debug  : LethalMin] DamageDeltUpLanding set to 0
[10:21:34.5031466] [Debug  : LethalMin] ShakeEndurance set to 0.75
[10:21:34.5041468] [Debug  : LethalMin] SpawnsIndoors set to False
[10:21:34.5041468] [Debug  : LethalMin] SpawnsOutdoors set to True
[10:21:34.5041468] [Debug  : LethalMin] SpawnsAsSprout set to True
[10:21:34.5041468] [Debug  : LethalMin] UsesPikminContainer set to False
[10:21:34.5041468] [Debug  : LethalMin] SpawnAfterDay set to 6
[10:21:34.5041468] [Debug  : LethalMin] MoonSpawnMultipliers set to System.Collections.Generic.List`1[System.String]
[10:21:34.5041468] [Debug  : LethalMin] TagSpawnMultipliers set to System.Collections.Generic.List`1[System.String]
[10:21:34.5041468] [Debug  : LethalMin] WeatherSpawnMultipliers set to System.Collections.Generic.List`1[System.String]
[10:21:34.5041468] [Debug  : LethalMin] InstaEnterOnion set to False
[10:21:34.5041468] [Debug  : LethalMin] UsePresetFormatting set to True
[10:21:34.5051477] [Debug  : LethalMin] HelpfulLevel set to 25%
[10:21:34.5051477] [Debug  : LethalMin] ScientificName set to Pikminidae habiglacius
[10:21:34.5051477] [Debug  : LethalMin] piklopediaName set to 
[10:21:34.5051477] [Debug  : LethalMin] MaxGroupSpawnSize set to 3
[10:21:34.5051477] [Info   : LethalMin] Config file generated for Pikmin Type: Ice Pikmin at BepInEx/BepInEx\config\Pikmin\Ice Pikmin.cfg
[10:21:34.5071465] [Debug  :ainavt.lc.lethalconfig] Registered config "LethalMin/Pikmin/Ice Pikmin"
[10:21:34.5081460] [Info   : LethalMin] Added Custom Script: IcePikminAI to PikminAI!
[10:21:34.5081460] [Message: LethalMin] Registered Pikmin Type: Ice Pikmin with ID: 3
[10:21:34.5081460] [Message: LethalMin] Registering Pikmin Type: Purple Pikmin
[10:21:34.5081460] [Info   : LethalMin] Generating config file for Pikmin Type: Purple Pikmin
[10:21:34.5091465] [Debug  : LethalMin] PikminPrimaryColor set to RGBA(0.502, 0.000, 1.000, 1.000)
[10:21:34.5091465] [Debug  : LethalMin] PikminSecondaryColor set to RGBA(0.243, 0.000, 0.502, 1.000)
[10:21:34.5091465] [Debug  : LethalMin] Skipping unsupported field type: PikminIcon (UnityEngine.Sprite)
[10:21:34.5091465] [Debug  : LethalMin] Skipping unsupported field type: AnimatedPikminGhostTexture (UnityEngine.Texture2D[])
[10:21:34.5091465] [Debug  : LethalMin] AnimatedPikminGhostFrameHold set to 2
[10:21:34.5091465] [Debug  : LethalMin] OverrideGhostTextureTileing set to (1.00, 1.00)
[10:21:34.5091465] [Debug  : LethalMin] OverrideGhostTextureOffset set to (0.00, 0.00)
[10:21:34.5101459] [Debug  : LethalMin] SetGhostColor set to True
[10:21:34.5101459] [Debug  : LethalMin] DisableRegistration set to False
[10:21:34.5101459] [Debug  : LethalMin] SetColorOnSprout set to True
[10:21:34.5101459] [Debug  : LethalMin] UseOverrideSproutGlowColor set to False
[10:21:34.5101459] [Debug  : LethalMin] OverrideSproutGlowColor set to RGBA(1.000, 1.000, 1.000, 1.000)
[10:21:34.5101459] [Debug  : LethalMin] growSpeeds set to System.Collections.Generic.List`1[System.Single]
[10:21:34.5101459] [Debug  : LethalMin] growAttacks set to System.Collections.Generic.List`1[System.Single]
[10:21:34.5101459] [Debug  : LethalMin] growCarryStrengths set to System.Collections.Generic.List`1[System.Int32]
[10:21:34.5101459] [Debug  : LethalMin] GrowSpeedMultiplier set to 1
[10:21:34.5101459] [Debug  : LethalMin] DefaultSpeed set to 1
[10:21:34.5101459] [Debug  : LethalMin] RunningSpeedMultiplier set to 1.25
[10:21:34.5101459] [Debug  : LethalMin] CarryStrength set to 30
[10:21:34.5112625] [Debug  : LethalMin] ThrowForce set to (21.00, 21.00, 21.00)
[10:21:34.5112625] [Debug  : LethalMin] HazardsResistantTo set to System.Collections.Generic.List`1[PikminHazard]
[10:21:34.5112625] [Debug  : LethalMin] ItemDetectionRange set to 5
[10:21:34.5112625] [Debug  : LethalMin] CanLatchOnToObjects set to True
[10:21:34.5112625] [Debug  : LethalMin] CanJumpOntoObjects set to True
[10:21:34.5112625] [Debug  : LethalMin] CanCarryObjects set to True
[10:21:34.5112625] [Debug  : LethalMin] AttackStrength set to 1
[10:21:34.5112625] [Debug  : LethalMin] AttackRate set to 0.5
[10:21:34.5122633] [Debug  : LethalMin] AttackDistance set to 0.5
[10:21:34.5122633] [Debug  : LethalMin] JumpLatchOnRange set to 3
[10:21:34.5122633] [Debug  : LethalMin] DamageDeltUponDeath set to 0
[10:21:34.5122633] [Debug  : LethalMin] DeathDamageRange set to 0
[10:21:34.5122633] [Debug  : LethalMin] DamageDeltUpLanding set to 6
[10:21:34.5122633] [Debug  : LethalMin] ShakeEndurance set to 0.75
[10:21:34.5122633] [Debug  : LethalMin] SpawnsIndoors set to True
[10:21:34.5122633] [Debug  : LethalMin] SpawnsOutdoors set to False
[10:21:34.5122633] [Debug  : LethalMin] SpawnsAsSprout set to False
[10:21:34.5122633] [Debug  : LethalMin] UsesPikminContainer set to True
[10:21:34.5122633] [Debug  : LethalMin] SpawnAfterDay set to -1
[10:21:34.5132624] [Debug  : LethalMin] MoonSpawnMultipliers set to System.Collections.Generic.List`1[System.String]
[10:21:34.5132624] [Debug  : LethalMin] TagSpawnMultipliers set to System.Collections.Generic.List`1[System.String]
[10:21:34.5132624] [Debug  : LethalMin] WeatherSpawnMultipliers set to System.Collections.Generic.List`1[System.String]
[10:21:34.5132624] [Debug  : LethalMin] InstaEnterOnion set to False
[10:21:34.5132624] [Debug  : LethalMin] UsePresetFormatting set to True
[10:21:34.5132624] [Debug  : LethalMin] HelpfulLevel set to 70%
[10:21:34.5132624] [Debug  : LethalMin] ScientificName set to Pikminidae yokozunum
[10:21:34.5132624] [Debug  : LethalMin] piklopediaName set to 
[10:21:34.5132624] [Debug  : LethalMin] MaxGroupSpawnSize set to 3
[10:21:34.5132624] [Info   : LethalMin] Config file generated for Pikmin Type: Purple Pikmin at BepInEx/BepInEx\config\Pikmin\Purple Pikmin.cfg
[10:21:34.5157656] [Debug  :ainavt.lc.lethalconfig] Registered config "LethalMin/Pikmin/Purple Pikmin"
[10:21:34.5157656] [Info   : LethalMin] Added Custom Script: PurplePikminAI to PikminAI!
