[10:30:19.9108428] [Info   : LethalMin] Adding PikminItem Compoent to PantiesItem
[10:30:20.1176102] [Debug  : LethalMin] Calculated weight for Bone: 0 lb, Devided weight: 0 lb
[10:30:20.1176102] [Debug  : LethalMin] (Bone) Colider: Bone (UnityEngine.BoxCollider)
[10:30:20.1176102] [Debug  : LethalMin] (Bone) Center: (0.47, 1.02, 0.01)
[10:30:20.1176102] [Debug  : LethalMin] Creating counter for Bone
[10:30:20.1176102] [Info   : LethalMin] Adding PikminItem Compoent to RibcageBone
[10:30:20.1176102] [Debug  : LethalMin] Calculated weight for Ribcage: 0 lb, Devided weight: 0 lb
[10:30:20.1176102] [Debug  : LethalMin] (RibcageBone) Colider: RibcageBone (UnityEngine.BoxCollider)
[10:30:20.1176102] [Debug  : LethalMin] (RibcageBone) Center: (1.01, 1.15, -0.12)
[10:30:20.1176102] [Debug  : LethalMin] Creating counter for RibcageBone
[10:30:20.1176102] [Info   : LethalMin] Adding PikminItem Compoent to Ear
[10:30:20.1176102] [Debug  : LethalMin] Calculated weight for Ear: 0 lb, Devided weight: 0 lb
[10:30:20.1176102] [Debug  : LethalMin] (Ear) Colider: Ear (UnityEngine.BoxCollider)
[10:30:20.1176102] [Debug  : LethalMin] (Ear) Center: (-0.20, 1.06, -0.19)
[10:30:20.1176102] [Debug  : LethalMin] Creating counter for Ear
[10:30:20.1186088] [Info   : LethalMin] Adding PikminItem Compoent to SeveredFootLOD0
[10:30:20.1186088] [Debug  : LethalMin] Calculated weight for Foot: 0 lb, Devided weight: 0 lb
[10:30:20.1186088] [Debug  : LethalMin] (SeveredFootLOD0) Colider: SeveredFootLOD0 (UnityEngine.BoxCollider)
[10:30:20.1186088] [Debug  : LethalMin] (SeveredFootLOD0) Center: (0.22, 0.92, -0.36)
[10:30:20.1186088] [Debug  : LethalMin] Creating counter for SeveredFootLOD0
[10:30:20.1186088] [Info   : LethalMin] Adding PikminItem Compoent to SeveredHandLOD0
[10:30:20.1186088] [Debug  : LethalMin] Calculated weight for Hand: 0 lb, Devided weight: 0 lb
[10:30:20.1186088] [Debug  : LethalMin] (SeveredHandLOD0) Colider: SeveredHandLOD0 (UnityEngine.BoxCollider)
[10:30:20.1186088] [Debug  : LethalMin] (SeveredHandLOD0) Center: (-0.09, 0.95, -0.17)
[10:30:20.1186088] [Debug  : LethalMin] Creating counter for SeveredHandLOD0
[10:30:20.1186088] [Info   : LethalMin] Adding PikminItem Compoent to HeartContainer
[10:30:20.1186088] [Debug  : LethalMin] Calculated weight for Heart: 31 lb, Devided weight: 12.4 lb
[10:30:20.1186088] [Debug  : LethalMin] (HeartContainer) Colider: HeartContainer (UnityEngine.BoxCollider)
[10:30:20.1186088] [Debug  : LethalMin] (HeartContainer) Center: (-180.25, -94.78, 74.93)
[10:30:20.1186088] [Debug  : LethalMin] Creating counter for HeartContainer
[10:30:20.1186088] [Info   : LethalMin] Adding PikminItem Compoent to SeveredThighLOD0
[10:30:20.1186088] [Debug  : LethalMin] Calculated weight for Knee: 5 lb, Devided weight: 2 lb
[10:30:20.1186088] [Debug  : LethalMin] (SeveredThighLOD0) Colider: SeveredThighLOD0 (UnityEngine.BoxCollider)
[10:30:20.1186088] [Debug  : LethalMin] (SeveredThighLOD0) Center: (-0.38, 1.36, 0.00)
[10:30:20.1186088] [Debug  : LethalMin] Creating counter for SeveredThighLOD0
[10:30:20.1186088] [Info   : LethalMin] Adding PikminItem Compoent to Tongue
[10:30:20.1186088] [Debug  : LethalMin] Calculated weight for Tongue: 0 lb, Devided weight: 0 lb
[10:30:20.1186088] [Debug  : LethalMin] (Tongue) Colider: Tongue (UnityEngine.BoxCollider)
[10:30:20.1186088] [Debug  : LethalMin] (Tongue) Center: (-201.23, -91.33, 76.70)
[10:30:20.1186088] [Debug  : LethalMin] Creating counter for Tongue
[10:30:20.1186088] [Info   : LethalMin] Adding PikminItem Compoent to SoccerBall
[10:30:20.1186088] [Debug  : LethalMin] Calculated weight for Soccer ball: 19 lb, Devided weight: 7.6 lb
[10:30:20.1196106] [Debug  : LethalMin] (SoccerBall) Colider: SoccerBall (UnityEngine.BoxCollider)
[10:30:20.1196106] [Debug  : LethalMin] (SoccerBall) Center: (-1.20, -1.34, -0.58)
[10:30:20.1196106] [Debug  : LethalMin] Creating counter for SoccerBall
[10:30:20.1196106] [Info   : LethalMin] Adding PikminItem Compoent to RedSodaCan
[10:30:20.1196106] [Debug  : LethalMin] Calculated weight for Red soda: 7 lb, Devided weight: 2.8 lb
[10:30:20.1196106] [Debug  : LethalMin] (RedSodaCan) Colider: RedSodaCan (UnityEngine.BoxCollider)
[10:30:20.1196106] [Debug  : LethalMin] (RedSodaCan) Center: (0.08, -0.14, -0.42)
[10:30:20.1196106] [Debug  : LethalMin] Creating counter for RedSodaCan
[10:30:20.1196106] [Info   : LethalMin] Adding PikminItem Compoent to SteeringWheel
[10:30:20.1196106] [Debug  : LethalMin] Calculated weight for Steering wheel: 16 lb, Devided weight: 6.4 lb
[10:30:20.1196106] [Debug  : LethalMin] (SteeringWheel) Colider: SteeringWheel (UnityEngine.BoxCollider)
[10:30:20.1196106] [Debug  : LethalMin] (SteeringWheel) Center: (-0.25, 0.46, 1.29)
[10:30:20.1196106] [Debug  : LethalMin] Creating counter for SteeringWheel
[10:30:20.1196106] [Info   : LethalMin] Adding PikminItem Compoent to StopSign
[10:30:20.1196106] [Debug  : LethalMin] Calculated weight for Stop sign: 28 lb, Devided weight: 11.2 lb
[10:30:20.1196106] [Debug  : LethalMin] (StopSign) Colider: StopSign (UnityEngine.BoxCollider)
[10:30:20.1196106] [Debug  : LethalMin] (StopSign) Center: (0.00, 0.00, 0.00)
[10:30:20.1196106] [Debug  : LethalMin] Creating counter for StopSign
[10:30:20.1196106] [Info   : LethalMin] Adding PikminItem Compoent to TeaKettle
[10:30:20.1196106] [Debug  : LethalMin] Calculated weight for Tea kettle: 21 lb, Devided weight: 8.4 lb
[10:30:20.1196106] [Debug  : LethalMin] (TeaKettle) Colider: TeaKettle (UnityEngine.BoxCollider)
[10:30:20.1196106] [Debug  : LethalMin] (TeaKettle) Center: (-26.07, 19.50, -20.17)
[10:30:20.1206101] [Debug  : LethalMin] Creating counter for TeaKettle
[10:30:20.1206101] [Info   : LethalMin] Adding PikminItem Compoent to ToiletPaperRolls
[10:30:20.1206101] [Debug  : LethalMin] Calculated weight for Toilet paper: 5 lb, Devided weight: 2 lb
[10:30:20.1206101] [Debug  : LethalMin] (ToiletPaperRolls) Colider: ToiletPaperRolls (UnityEngine.BoxCollider)
[10:30:20.1206101] [Debug  : LethalMin] (ToiletPaperRolls) Center: (-1.04, -0.14, -0.62)
[10:30:20.1206101] [Debug  : LethalMin] Creating counter for ToiletPaperRolls
[10:30:20.1206101] [Info   : LethalMin] Adding PikminItem Compoent to Toothpaste
[10:30:20.1206101] [Debug  : LethalMin] Calculated weight for Toothpaste: 0 lb, Devided weight: 0 lb
[10:30:20.1206101] [Debug  : LethalMin] (Toothpaste) Colider: Toothpaste (UnityEngine.BoxCollider)
[10:30:20.1206101] [Debug  : LethalMin] (Toothpaste) Center: (-3.75, -0.38, -3.63)
[10:30:20.1206101] [Debug  : LethalMin] Creating counter for Toothpaste
[10:30:20.1206101] [Info   : LethalMin] Adding PikminItem Compoent to ToyCube
[10:30:20.1206101] [Debug  : LethalMin] Calculated weight for Toy cube: 0 lb, Devided weight: 0 lb
[10:30:20.1206101] [Debug  : LethalMin] (ToyCube) Colider: ToyCube (UnityEngine.BoxCollider)
[10:30:20.1206101] [Debug  : LethalMin] (ToyCube) Center: (-2.04, 0.00, -8.26)
[10:30:20.1206101] [Debug  : LethalMin] Creating counter for ToyCube
[10:30:20.1206101] [Info   : LethalMin] Adding PikminItem Compoent to ToyTrain
[10:30:20.1206101] [Debug  : LethalMin] Calculated weight for Toy train: 21 lb, Devided weight: 8.4 lb
[10:30:20.1206101] [Debug  : LethalMin] (ToyTrain) Colider: ToyTrain (UnityEngine.BoxCollider)
[10:30:20.1206101] [Debug  : LethalMin] (ToyTrain) Center: (-184.28, -99.23, 72.62)
[10:30:20.1206101] [Debug  : LethalMin] Creating counter for ToyTrain
[10:30:20.1206101] [Info   : LethalMin] Adding PikminItem Compoent to TragedyMask
[10:30:20.1206101] [Debug  : LethalMin] Calculated weight for Tragedy: 11 lb, Devided weight: 4.4 lb
[10:30:20.1216093] [Debug  : LethalMin] (TragedyMask) Colider: TragedyMask (UnityEngine.BoxCollider)
[10:30:20.1216093] [Debug  : LethalMin] (TragedyMask) Center: (-186.35, -98.70, 66.74)
[10:30:20.1216093] [Debug  : LethalMin] Creating counter for TragedyMask
[10:30:20.1216093] [Info   : LethalMin] Adding PikminItem Compoent to WhoopieCushion
[10:30:20.1216093] [Debug  : LethalMin] Calculated weight for Whoopie cushion: 0 lb, Devided weight: 0 lb
[10:30:20.1216093] [Debug  : LethalMin] (WhoopieCushion) Colider: WhoopieCushion (UnityEngine.BoxCollider)
[10:30:20.1216093] [Debug  : LethalMin] (WhoopieCushion) Center: (-182.76, -99.28, 69.27)
[10:30:20.1216093] [Debug  : LethalMin] Creating counter for WhoopieCushion
[10:30:20.1216093] [Info   : LethalMin] Adding PikminItem Compoent to YieldSign
[10:30:20.1216093] [Debug  : LethalMin] Calculated weight for Yield sign: 42 lb, Devided weight: 16.8 lb
[10:30:20.1216093] [Debug  : LethalMin] (YieldSign) Colider: YieldSign (UnityEngine.BoxCollider)
[10:30:20.1216093] [Debug  : LethalMin] (YieldSign) Center: (49.41, -8.92, -23.66)
[10:30:20.1216093] [Debug  : LethalMin] Creating counter for YieldSign
[10:30:20.1216093] [Info   : LethalMin] Adding PikminItem Compoent to ZeddogPlushie
[10:30:20.1216093] [Debug  : LethalMin] Calculated weight for Zed Dog: 0 lb, Devided weight: 0 lb
[10:30:20.1216093] [Debug  : LethalMin] (ZeddogPlushie) Colider: ZeddogPlushie (UnityEngine.BoxCollider)
[10:30:20.1216093] [Debug  : LethalMin] (ZeddogPlushie) Center: (1.06, -1.60, -4.41)
[10:30:20.1216093] [Debug  : LethalMin] Creating counter for ZeddogPlushie
[10:30:20.1216093] [Info   : LethalMin] Adding PikminItem Compoent to ShotgunItem
[10:30:20.1216093] [Debug  : LethalMin] Calculated weight for Shotgun: 16 lb, Devided weight: 6.4 lb
[10:30:20.1216093] [Debug  : LethalMin] (ShotgunItem) Colider: ShotgunItem (UnityEngine.BoxCollider)
[10:30:20.1216093] [Debug  : LethalMin] (ShotgunItem) Center: (-180.32, -97.46, 68.24)
[10:30:20.1216093] [Debug  : LethalMin] Creating counter for ShotgunItem
[10:30:20.1216093] [Info   : LethalMin] Adding PikminItem Compoent to ShovelItem
[10:30:20.1216093] [Debug  : LethalMin] Calculated weight for Shovel: 14 lb, Devided weight: 5.6 lb
[10:30:20.1216093] [Debug  : LethalMin] (ShovelItem) Colider: ShovelItem (UnityEngine.BoxCollider)
[10:30:20.1216093] [Debug  : LethalMin] (ShovelItem) Center: (5.50, 1.85, -14.42)
[10:30:20.1216093] [Debug  : LethalMin] Creating counter for ShovelItem
[10:30:20.1216093] [Info   : LethalMin] Adding PikminItem Compoent to SprayPaintItem
[10:30:20.1216093] [Debug  : LethalMin] Calculated weight for Spray paint: 0 lb, Devided weight: 0 lb
[10:30:20.1216093] [Debug  : LethalMin] (SprayPaintItem) Colider: SprayPaintItem (UnityEngine.BoxCollider)
[10:30:20.1216093] [Debug  : LethalMin] (SprayPaintItem) Center: (-183.05, -98.27, 69.71)
[10:30:20.1216093] [Debug  : LethalMin] Creating counter for SprayPaintItem
[10:30:20.1230726] [Info   : LethalMin] Adding PikminItem Compoent to StunGrenade
[10:30:20.1230726] [Debug  : LethalMin] Calculated weight for Stun grenade: 5 lb, Devided weight: 2 lb
[10:30:20.1230726] [Debug  : LethalMin] (StunGrenade) Colider: StunGrenade (UnityEngine.BoxCollider)
[10:30:20.1230726] [Debug  : LethalMin] (StunGrenade) Center: (1.20, 1.99, -14.55)
[10:30:20.1230726] [Debug  : LethalMin] Creating counter for StunGrenade
[10:30:20.1230726] [Info   : LethalMin] Adding PikminItem Compoent to TZPChemical
[10:30:20.1230726] [Debug  : LethalMin] Calculated weight for TZP-Inhalant: 0 lb, Devided weight: 0 lb
[10:30:20.1230726] [Debug  : LethalMin] (TZPChemical) Colider: TZPChemical (UnityEngine.BoxCollider)
[10:30:20.1230726] [Debug  : LethalMin] (TZPChemical) Center: (-135.80, -142.79, 102.07)
[10:30:20.1230726] [Debug  : LethalMin] Creating counter for TZPChemical
[10:30:20.1230726] [Info   : LethalMin] Adding PikminItem Compoent to WalkieTalkie
[10:30:20.1230726] [Debug  : LethalMin] Calculated weight for Walkie-talkie: 0 lb, Devided weight: 0 lb
[10:30:20.1230726] [Debug  : LethalMin] (WalkieTalkie) Colider: WalkieTalkie (UnityEngine.BoxCollider)
[10:30:20.1230726] [Debug  : LethalMin] (WalkieTalkie) Center: (3.74, 1.82, -13.70)
[10:30:20.1230726] [Debug  : LethalMin] Creating counter for WalkieTalkie
[10:30:20.1230726] [Info   : LethalMin] Adding PikminItem Compoent to WeedKillerItem
[10:30:20.1230726] [Debug  : LethalMin] Calculated weight for Weed killer: 0 lb, Devided weight: 0 lb
[10:30:20.1230726] [Debug  : LethalMin] (WeedKillerItem) Colider: WeedKillerItem (UnityEngine.BoxCollider)
[10:30:20.1230726] [Debug  : LethalMin] (WeedKillerItem) Center: (-186.62, -97.90, 75.21)
[10:30:20.1230726] [Debug  : LethalMin] Creating counter for WeedKillerItem
[10:30:20.1230726] [Info   : LethalMin] Adding PikminItem Compoent to PatcherGunItem
[10:30:20.1230726] [Debug  : LethalMin] Calculated weight for Zap gun: 11 lb, Devided weight: 4.4 lb
[10:30:20.1230726] [Debug  : LethalMin] (PatcherGunItem) Colider: PatcherGunItem (UnityEngine.BoxCollider)
[10:30:20.1230726] [Debug  : LethalMin] (PatcherGunItem) Center: (28.44, 2.10, -13.86)
[10:30:20.1230726] [Debug  : LethalMin] Creating counter for PatcherGunItem
[10:30:20.1230726] [Info   : LethalMin] Adding PikminItem Compoent to CoilShell
[10:30:20.1240717] [Debug  : LethalMin] Calculated weight for Coil-shell: 4 lb, Devided weight: 1.6 lb
[10:30:20.1240717] [Debug  : LethalMin] (CoilShell) Colider: CoilShell (UnityEngine.BoxCollider)
[10:30:20.1240717] [Debug  : LethalMin] (CoilShell) Center: (0.00, 0.00, 0.00)
[10:30:20.1240717] [Debug  : LethalMin] Creating counter for CoilShell
[10:30:20.1240717] [Info   : LethalMin] Adding PikminItem Compoent to Skull
[10:30:20.1240717] [Debug  : LethalMin] Calculated weight for Skull: 7 lb, Devided weight: 2.8 lb
[10:30:20.1240717] [Debug  : LethalMin] (Skull) Colider: Skull (UnityEngine.BoxCollider)
[10:30:20.1240717] [Debug  : LethalMin] (Skull) Center: (29.98, 0.00, 6.71)
[10:30:20.1240717] [Debug  : LethalMin] Creating counter for Skull
[10:30:20.1240717] [Info   : LethalMin] Adding PikminItem Compoent to JunkRadar
[10:30:20.1240717] [Debug  : LethalMin] Calculated weight for Junk Radar: 19 lb, Devided weight: 7.6 lb
[10:30:20.1240717] [Debug  : LethalMin] (JunkRadar) Colider: JunkRadar (UnityEngine.BoxCollider)
[10:30:20.1240717] [Debug  : LethalMin] (JunkRadar) Center: (22.00, 0.00, 6.00)
[10:30:20.1240717] [Debug  : LethalMin] Creating counter for JunkRadar
[10:30:20.1240717] [Info   : LethalMin] Adding PikminItem Compoent to Motherboard
[10:30:20.1240717] [Debug  : LethalMin] Calculated weight for Motherboard: 24 lb, Devided weight: 9.6 lb
[10:30:20.1240717] [Debug  : LethalMin] (Motherboard) Colider: Motherboard (UnityEngine.BoxCollider)
[10:30:20.1240717] [Debug  : LethalMin] (Motherboard) Center: (25.42, 0.00, 6.71)
[10:30:20.1240717] [Debug  : LethalMin] Creating counter for Motherboard
[10:30:20.1240717] [Info   : LethalMin] Adding PikminItem Compoent to Crab
[10:30:20.1240717] [Debug  : LethalMin] Calculated weight for Coil-crab: 11 lb, Devided weight: 4.4 lb
[10:30:20.1240717] [Debug  : LethalMin] (Crab) Colider: Crab (UnityEngine.BoxCollider)
[10:30:20.1240717] [Debug  : LethalMin] (Crab) Center: (26.97, 0.00, 6.71)
[10:30:20.1240717] [Debug  : LethalMin] Creating counter for Crab
[10:30:20.1250708] [Info   : LethalMin] Adding PikminItem Compoent to Vase
[10:30:20.1250708] [Debug  : LethalMin] Calculated weight for Old vase: 42 lb, Devided weight: 16.8 lb
[10:30:20.1250708] [Debug  : LethalMin] (Vase) Colider: Vase (UnityEngine.BoxCollider)
[10:30:20.1250708] [Debug  : LethalMin] (Vase) Center: (23.94, 0.00, 6.71)
[10:30:20.1250708] [Debug  : LethalMin] Creating counter for Vase
[10:30:20.1250708] [Info   : LethalMin] Adding PikminItem Compoent to OgopogoTrophy
[10:30:20.1250708] [Debug  : LethalMin] Calculated weight for Ogopogo Trophy: 41 lb, Devided weight: 16.4 lb
[10:30:20.1250708] [Debug  : LethalMin] (OgopogoTrophy) Colider: OgopogoTrophy (UnityEngine.BoxCollider)
[10:30:20.1250708] [Debug  : LethalMin] (OgopogoTrophy) Center: (31.23, 0.00, 6.64)
[10:30:20.1250708] [Debug  : LethalMin] Creating counter for OgopogoTrophy
[10:30:20.1250708] [Info   : LethalMin] Adding PikminItem Compoent to SkullBaboon
[10:30:20.1250708] [Debug  : LethalMin] Calculated weight for Baboon Skull: 49 lb, Devided weight: 19.6 lb
[10:30:20.1250708] [Debug  : LethalMin] (SkullBaboon) Colider: SkullBaboon (UnityEngine.BoxCollider)
[10:30:20.1250708] [Debug  : LethalMin] (SkullBaboon) Center: (28.55, 0.00, 6.71)
[10:30:20.1260711] [Debug  : LethalMin] Creating counter for SkullBaboon
[10:30:20.1260711] [Info   : LethalMin] Adding PikminItem Compoent to SmugVase
[10:30:20.1260711] [Debug  : LethalMin] Calculated weight for Masked Mug: 12 lb, Devided weight: 4.8 lb
[10:30:20.1260711] [Debug  : LethalMin] (SmugVase) Colider: SmugVase (UnityEngine.BoxCollider)
[10:30:20.1260711] [Debug  : LethalMin] (SmugVase) Center: (32.31, 0.00, 6.71)
[10:30:20.1260711] [Debug  : LethalMin] Creating counter for SmugVase
[10:30:20.1260711] [Info   : LethalMin] Adding PikminItem Compoent to CDogPrefab
[10:30:20.1260711] [Debug  : LethalMin] Calculated weight for Ccodes dog: 5 lb, Devided weight: 2 lb
[10:30:20.1260711] [Debug  : LethalMin] (CDogPrefab) Colider: CDogPrefab (UnityEngine.BoxCollider)
[10:30:20.1260711] [Debug  : LethalMin] (CDogPrefab) Center: (0.00, 0.00, 0.00)
[10:30:20.1260711] [Debug  : LethalMin] Creating counter for CDogPrefab
[10:30:20.1260711] [Info   : LethalMin] Adding PikminItem Compoent to JacuPlushiePrefab
[10:30:20.1260711] [Debug  : LethalMin] Calculated weight for Jacu dog: 11 lb, Devided weight: 4.4 lb
[10:30:20.1260711] [Debug  : LethalMin] (JacuPlushiePrefab) Colider: JacuPlushiePrefab (UnityEngine.BoxCollider)
[10:30:20.1260711] [Debug  : LethalMin] (JacuPlushiePrefab) Center: (0.00, 0.00, 0.00)
[10:30:20.1260711] [Debug  : LethalMin] Creating counter for JacuPlushiePrefab
[10:30:20.1260711] [Info   : LethalMin] Adding PikminItem Compoent to RubberDuckPrefab
[10:30:20.1260711] [Debug  : LethalMin] Calculated weight for Nethersomes duck: 0 lb, Devided weight: 0 lb
[10:30:20.1260711] [Debug  : LethalMin] (RubberDuckPrefab) Colider: RubberDuckPrefab (UnityEngine.BoxCollider)
[10:30:20.1260711] [Debug  : LethalMin] (RubberDuckPrefab) Center: (0.00, -0.04, 0.05)
[10:30:20.1260711] [Debug  : LethalMin] Creating counter for RubberDuckPrefab
[10:30:20.1260711] [Info   : LethalMin] Adding PikminItem Compoent to IronDogPrefab
[10:30:20.1260711] [Debug  : LethalMin] Calculated weight for Autumnis Iron Dog: 37 lb, Devided weight: 14.8 lb
[10:30:20.1260711] [Debug  : LethalMin] (IronDogPrefab) Colider: IronDogPrefab (UnityEngine.BoxCollider)
[10:30:20.1260711] [Debug  : LethalMin] (IronDogPrefab) Center: (0.00, 0.00, 0.00)
[10:30:20.1260711] [Debug  : LethalMin] Creating counter for IronDogPrefab
[10:30:20.1721876] [Info   : LethalMin] Added SofaChairPikminInteraction to Cube
[10:30:20.2082469] [Warning:Matty's Fixes] Caching vertexes for 634 items!
[10:30:20.2623096] [Info   :LethalPerformance] Saved 1 save(s)
[10:30:20.3226114] [Error  : Unity Log] Failed getting load state of FSB for audio clip "AloeChase"
[10:30:20.3733518] [Info   :S1.39 Compatibility Fixes] [Jetpack140] Jetpack battery duration changed 50 -> 140 seconds via loaded Item registry.
[10:30:20.3733518] [Info   :S1.39 Compatibility Fixes] [Jetpack140] Jetpack battery duration changed 50 -> 140 seconds via loaded Item registry.
[10:30:20.3763517] [Debug  :ainavt.lc.lethalconfig] Injecting mod config menu into main menu...
[10:30:23.8537446] [Warning:LethalPerformance] EntranceTeleport search called with inactive objects, probably will cause incompatibility!
[10:30:23.8667844] [Info   :MoreCompany] LANMenu startLAN Patched
[10:30:24.1890507] [Info   :KawaiiBone.Remnants] Loading in items.
[10:30:24.1900522] [Info   :KawaiiBone.Remnants] Items loaded in.
[10:30:24.2383393] [Info   :KawaiiBone.Remnants] Registering custom moons data.
[10:30:24.2383393] [Info   :KawaiiBone.Remnants] Custom moons data registered.
[10:30:24.2393390] [Debug  :LCUltrawide_Community] NOT setting PixelResolution to [0]
[10:30:25.8804880] [Info   : Unity Log] Returning week num: 142
[10:30:25.8804880] [Info   : Unity Log] week num: 142
[10:30:25.8859982] [Debug  :Buttery Fixes] Menu: Override volumes on camera CanvasCam
[10:30:25.8889982] [Message:LethalSponge] Calling initial Resources.UnloadUnusedAssets().
[10:30:25.9661840] [Info   :LethalPerformance] Saved 1 save(s)
[10:30:27.4620595] [Debug  :ainavt.lc.lethalconfig] Injecting mod config menu into main menu...
[10:30:27.4660648] [Debug  :ainavt.lc.lethalconfig] 160 mods loaded: .LCMaxSoundsFix;atomic.terminalapi;299792458.EnemyScan;4902.No_Console_Spam;ainavt.lc.lethalconfig;antlershed.lethalcompany.enemyskinregistry;ArcadiaMoonPlugin;AriDev.JesterFree;com.rune580.LethalCompanyInputUtils;taffyko.BetterSprayPaint;aspect.BSPv80Fix;AudioKnight.StarlancerAIFix;bgn.pizzatowerescapemusic;butterystancakes.lethalcompany.spawncyclefixes;butterystancakes.lethalcompany.barberfixes;DiggC.CruiserImproved;imabatby.lethallevelloader;JacobG5.JLL;scandal.scandalstweaks;butterystancakes.lethalcompany.butterybalance;Zaggy1024.PathfindingLib;com.github.teamxiaolan.dawnlib;com.github.teamxiaolan.dawnlib.dusk;evaisa.lethallib;me.swipez.melonloader.morecompany;FlipMods.TooManyEmotes;meow.ModelReplacementAPI;Zaggy1024.OpenBodyCams;CodeRebirth;ShaosilGaming.GeneralImprovements;uk.1a3.lethalfixes;butterystancakes.lethalcompany.butteryfixes;me.loaforc.soundapi;butterystancakes.lethalcompany.enemysoundfixes;butterystancakes.lethalcompany.jetpackfixes;Zaggy1024.SmartEnemyPathfinding;butterystancakes.lethalcompany.maskfixes;Ccode.SirenHead;CelestialTint;com.sigurd.csync;coderCleric.Poltergeist;Xilophor.StaticNetcodeLib;com.elitemastereric.coroner;com.fumiko.CullFactory;com.github.biodiversitylc.Biodiversity;darmuh.OpenLib;com.github.darmuh.suitsTerminal;com.github.lethalcompanymodding.LCUltrawide;com.github.lethalcompanymodding.vertexlibrary;com.github.teamxiaolan.dawnlib.compatibility;com.github.zehsteam.SellMyScrap;com.github.zehsteam.SellMyScrap.v40-v72;mrgrm7.LethalCasino;com.jori.lethalcasinov81patch;WhiteSpike.InteractiveTerminalAPI;FlipMods.HotbarPlus;SoftDiamond.BrutalCompanyMinusExtraReborn;com.malco.lethalcompany.moreshipupgrades;com.Toliann.AmbientToggle;com.willis.lc.lethalsettings;com.zealsprince.locker;darmuh.TerminalStuff;x753.More_Suits;dev.45x.45xanimemodels;dev.idjut.SnailFork;dev.kittenji.NavMeshInCompany;dev.ladyalice.dungenplus;FlipMods.BetterStamina;Dreamweave.CompanyBuildingEnhancements;Entity378.LethalDoorsFixed;Entity378.sellbodies;fandovec03.SpiderPositionFix;FlipMods.FasterItemDropship;FlipMods.ReservedItemSlotCore;FlipMods.ReservedFlashlightSlot;FlipMods.ReservedSprayPaintSlot;FlipMods.ReservedUtilitySlot;FlipMods.ReservedWalkieSlot;FlipMods.ReservedWeaponSlot;GenericGMD.ManuLib;GGMD.GenericInteriors;GoldenKitten.FairAI;MrHat.Lib;HQ_Team.LethalThingsReloaded.Internals;ImmersiveScrap;io.daxcess.nojumpdelay;JacobG5.JLLItemModule;JacobG5.WesleyMoonScripts;Jordo.NeedyCats;JPOGRaptor;JPOGTrex;KawaiiBone.Remnants;Kittenji.FootballEntity;Kittenji.HerobrineMod;LCSoundTool;LethalCompanyHarpGhost;LethalGravityControl;LethalHUD;pacoito.itolib;LethalMatt.Bozoros;LethalNetworkAPI;LethalPerformance;LethalSponge;mattymatty.AdditionalNetworking;mattymatty.LobbyControl;mattymatty.MattyFixes;MaxWasUnavailable.LethalModDataLib;me.loaforc.soundapi.lethalcompany;MelanieMelicious.furniturePack0;MelanieMelicious.interior0;MoreBattery;MrHat.BasedDecorPlacement;MrHat.BasedItemSaving;MrHat.MisideItems.Internals;mrov.LightsOut;MW.MagicWesleyInteriors;Nikki.Slaughterhouse;nomnomab.rollinggiant;NoteBoxz.LethalMin;NoteBoxz.EnemyHealthBars;Plastered_Crab.BlackMesaInterior;ProjectSCP.PSCPLibrary;ProjectSCP.PSCPLibrary.IT;PureFPSZac.NestFix;qwbarch.Mirage.Core;qwbarch.Mirage;rectorado.JKConfig;rectorado.KenjiLib;Rozebud.FovAdjust;Rumi.FixCameraResolutions;TestAccount666.TestAccountCore;TestAccount666.ShipWindows;ScienceBird.ScienceBirdTweaks;voxx.TerraMesh;ScienceBird.UniversalRadar;scin.monsterplushies;Scopophobia;snickerbarYaboiDucki.menstalker_yaboiduckisnickerbar;Sniper1_1.WaterAssetRestorer;Snowlance.SnowyLib;sparble.slendermanmod;SpectateEnemy;Swaggies.BetterPaycheck;tendas.lethalcompany.s142abinteriorweightnormalization;tendas.lethalcompany.s142adcoderebirthmicrowavespawntuning;tendas.lethalcompany.s142zcoderebirthaerialdefensespawntuning;tendas.lethalcompany.s142zjetpackacceleration;tendas.s139.compatibilityfixes;TooManySuits;uk.1a3.bettervehiclecontrols;uk.1a3.lobbyimprovements;VectorV.TheCabinet;VirusTLNR.MaskedInvisFix;wexop.random_enemies_size;XuuXiaolan.ReXuvination;XuuXiaolan.SoftMaskKiller;Zaggy1024.PathfindingLagFix;ZetaArcade.LCAlwaysHearActiveWalkieFork;zigzag.premiumscraps;zigzag.chillaxscraps
[10:30:27.4670639] [Debug  :ainavt.lc.lethalconfig] .LCMaxSoundsFix : LCMaxSoundsFix : 1.2.0
[10:30:27.4690647] [Debug  :ainavt.lc.lethalconfig] atomic.terminalapi : Terminal Api : 1.5.6
[10:30:27.4690647] [Debug  :ainavt.lc.lethalconfig] 299792458.EnemyScan : EnemyScan : 1.2.1
[10:30:27.4690647] [Debug  :ainavt.lc.lethalconfig] 4902.No_Console_Spam : No_Console_Spam : 1.0.0
[10:30:27.4690647] [Debug  :ainavt.lc.lethalconfig] ainavt.lc.lethalconfig : LethalConfig : 1.4.6
[10:30:27.4700669] [Debug  :ainavt.lc.lethalconfig] antlershed.lethalcompany.enemyskinregistry : EnemySkinRegistry : 1.4.6
